symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_reason
ASAHIINDIA,2009-10-07,2009-10-14,68.7377,65.6997,171,-564.4365947999995,SCORE_LOW
BAJFINANCE,2009-06-23,2009-10-30,1.3031,2.2726,6996,6719.025561600001,TRAILING_STOP_20
AJANTPHARM,2009-10-30,2009-11-05,7.0225,6.9049,1767,-256.60303320000094,SCORE_LOW
ASTRAZEN,2009-10-01,2009-12-31,860.8552,907.7512,10,432.6499520000016,SCORE_LOW
CYIENT,2009-06-09,2010-01-07,63.5047,102.8029,161,6260.805132399999,SCORE_LOW
OLECTRA,2010-01-07,2010-01-20,34.6533,29.0143,412,-2371.0835664000024,TRAILING_STOP_20
HINDZINC,2009-06-02,2010-02-05,22.4193,35.7503,479,6317.051425200001,TRAILING_STOP_20
AIAENG,2009-06-17,2010-02-26,197.4225,293.368,48,4549.057344000001,SCORE_LOW
AKZOINDIA,2009-12-31,2010-03-15,397.9362,375.8644,30,-707.2577280000005,SCORE_LOW
ASHOKLEY,2009-11-05,2010-03-19,8.9543,9.8071,1424,1158.5259584000014,SCORE_LOW
HONAUT,2009-06-23,2010-05-04,1337.204,2323.7063,6,5863.244848799999,TRAILING_STOP_20
DRREDDY,2009-06-19,2010-05-07,130.6407,216.089,71,6005.460024,SCORE_LOW
AARTIIND,2010-03-19,2010-05-13,8.9786,8.7842,1654,-379.6538671999988,SCORE_LOW
APOLLOTYRE,2009-06-12,2010-05-20,25.1838,52.7183,395,10792.832586000002,TRAILING_STOP_20
MAHSCOOTER,2010-03-15,2010-05-21,260.7822,239.3265,56,-1255.128335999998,TRAILING_STOP_20
ADANIPORTS,2010-05-13,2010-06-21,136.7077,131.8856,106,-567.0620943999966,SCORE_LOW
ADANIENT,2010-05-27,2010-06-23,69.0682,68.4565,214,-189.50256400000035,SCORE_LOW
AMBUJACEM,2010-05-04,2010-06-28,90.8704,92.6698,152,217.1655615999971,SCORE_LOW
ALKYLAMINE,2010-06-21,2010-08-06,12.5983,14.0714,1278,1810.6888032000043,TRAILING_STOP_20
APOLLOHOSP,2010-06-23,2010-09-17,380.6956,384.0927,42,78.15062639999815,SCORE_LOW
ADANIPOWER,2010-05-07,2010-09-20,23.41,27.85,642,2778.9611999999997,SCORE_LOW
ASTRAZEN,2010-06-28,2010-09-28,974.8062,1060.3667,15,1219.7854979999993,TRAILING_STOP_20
ASIANPAINT,2010-02-05,2010-10-13,167.9852,232.8178,79,5048.204975200002,SCORE_LOW
AJANTPHARM,2010-01-20,2010-11-03,10.3915,18.4032,1371,10883.117551199997,SCORE_LOW
CCL,2010-09-20,2010-11-16,26.4893,22.4322,672,-2786.6689535999994,TRAILING_STOP_20
BANKINDIA,2010-09-28,2010-11-24,401.3857,349.0293,39,-2096.3481708,TRAILING_STOP_20
ACE,2010-05-27,2010-11-25,40.8462,50.1976,362,3312.5206752000013,SCORE_LOW
AARTIIND,2010-11-03,2010-11-25,13.5978,12.4076,1545,-1915.537967999997,TRAILING_STOP_20
ASAHIINDIA,2010-08-06,2010-11-26,73.2681,91.061,245,4270.020720000004,TRAILING_STOP_20
ALOKINDS,2010-10-13,2010-11-26,20.8227,24.3936,882,3063.473179200002,TRAILING_STOP_20
ADANIPOWER,2010-11-25,2010-11-30,27.75,27.18,703,-477.140159999999,SCORE_LOW
3MINDIA,2010-02-26,2010-12-06,1896.2797,3284.5344,7,9625.815936799998,SCORE_LOW
BALKRISIND,2010-11-25,2010-12-08,66.1756,63.405,281,-849.8058200000014,SCORE_LOW
ASTRAL,2009-07-29,2010-12-09,5.0132,13.0258,1239,9863.055535200001,TRAILING_STOP_20
BANKINDIA,2010-11-30,2010-12-09,363.9271,331.292,52,-1765.933936000005,SCORE_LOW
ADANIENT,2010-11-26,2010-12-13,75.2807,83.3162,248,1910.1543295999982,SCORE_LOW
ABBOTINDIA,2010-11-24,2010-12-16,1243.024,1058.3181,10,-1889.3917239999973,SCORE_LOW
BAJAJ-AUTO,2009-10-14,2010-12-22,535.6618,980.9219,20,8826.728248000001,SCORE_LOW
BATAINDIA,2010-11-16,2010-12-23,162.1641,152.9369,117,-1151.1568691999964,SCORE_LOW
ASIANPAINT,2010-12-23,2010-12-24,260.0078,253.3275,70,-538.5527000000002,SCORE_LOW
BAJFINANCE,2010-11-26,2010-12-31,6.5216,6.2845,2870,-752.6230600000017,SCORE_LOW
BERGEPAINT,2010-12-13,2010-12-31,26.0698,27.6049,707,1007.2490427999983,SCORE_LOW
AIAENG,2010-12-09,2011-01-04,366.9893,364.2419,48,-201.8096448000033,SCORE_LOW
AMBUJACEM,2010-09-17,2011-01-06,112.6777,105.5637,142,-1070.1481816000014,SCORE_LOW
BAJAJHLDNG,2010-12-24,2011-01-07,636.7664,579.3827,28,-1671.6344623999976,SCORE_LOW
AARTIIND,2011-01-06,2011-01-07,11.6017,11.1519,1488,-735.678508799996,SCORE_LOW
ASTRAL,2010-12-09,2011-01-13,13.0258,12.6626,1367,-565.7334967999996,SCORE_LOW
3MINDIA,2011-01-13,2011-01-14,3447.7136,3440.189,5,-106.42677999999796,SCORE_LOW
BASF,2010-12-06,2011-01-19,598.6152,555.7527,31,-1397.6508347999988,SCORE_LOW
BATAINDIA,2011-01-07,2011-02-01,171.3692,136.39,88,-3126.1788800000013,TRAILING_STOP_20
ALOKINDS,2010-12-31,2011-02-09,25.8776,20.127,711,-4145.9177880000025,TRAILING_STOP_20
BIOCON,2011-01-14,2011-02-09,56.8488,47.8486,300,-2757.47832,SCORE_LOW
APARINDS,2011-01-19,2011-02-09,173.8199,143.1231,97,-3033.1213627999987,SCORE_LOW
APOLLOHOSP,2010-12-31,2011-02-17,426.952,445.0054,43,699.7552711999961,SCORE_LOW
AUROPHARMA,2010-12-16,2011-02-23,120.9066,93.4902,152,-4224.134841599998,TRAILING_STOP_20
ATUL,2011-01-07,2011-03-09,158.2502,142.1148,110,-1837.4245119999996,SCORE_LOW
CARBORUNIV,2010-12-22,2011-03-14,112.8133,102.9135,162,-1670.455547999998,SCORE_LOW
ABBOTINDIA,2011-01-04,2011-03-22,1115.488,1036.3944,16,-1331.8268416000028,SCORE_LOW
KAJARIACER,2011-03-28,2011-03-31,32.0126,32.6186,482,229.2033392000012,SCORE_LOW
SUNPHARMA,2011-03-28,2011-04-01,198.7712,199.916,77,26.575472000000445,SCORE_LOW
M&MFIN,2011-03-28,2011-04-04,81.7693,78.7539,188,-626.1181327999984,SCORE_LOW
SUPREMEIND,2011-03-28,2011-04-04,121.0636,120.9816,127,-71.87265279999883,SCORE_LOW
HAVELLS,2011-04-04,2011-04-06,69.5009,67.7761,227,-453.0702988000012,SCORE_LOW
GRAVITA,2011-03-28,2011-04-26,59.9821,59.1313,257,-279.4425764000007,TRAILING_STOP_20
AXISBANK,2011-03-31,2011-05-12,258.1645,221.716,60,-2240.121839999998,SCORE_LOW
GRASIM,2011-03-28,2011-05-25,343.8274,312.1432,44,-1449.0420032000002,SCORE_LOW
ACC,2010-12-08,2011-06-17,819.7262,794.2678,22,-629.9803663999992,SCORE_LOW
SIEMENS,2011-03-28,2011-06-21,432.8979,415.8993,35,-653.1769020000011,SCORE_LOW
BOSCHLTD,2011-03-28,2011-06-23,5630.1646,5983.2153,2,658.2356775999997,REGIME_BEAR
CRISIL,2011-03-28,2011-06-23,489.0724,549.9174,31,1818.0052424000023,REGIME_BEAR
ITC,2011-04-01,2011-06-23,74.1335,79.6569,213,1108.6165211999978,REGIME_BEAR
BATAINDIA,2011-04-04,2011-06-23,180.3524,228.0334,89,4162.429109600003,REGIME_BEAR
BLUEDART,2011-04-06,2011-06-23,1020.0995,1190.5354,14,2319.4326175999995,REGIME_BEAR
ABBOTINDIA,2011-04-26,2011-06-23,1344.7596,1227.0581,11,-1348.7070564000005,REGIME_BEAR
HCLTECH,2012-06-27,2012-07-17,83.5356,85.1361,186,234.3517415999995,SCORE_LOW
GILLETTE,2012-06-27,2012-07-20,1958.8623,1916.8181,7,-347.9803068000001,SCORE_LOW
EICHERMOT,2012-06-27,2012-08-09,182.5176,190.4918,85,613.0397880000019,SCORE_LOW
ABBOTINDIA,2012-08-09,2012-08-13,1328.6871,1333.9474,12,-0.9058752000019012,SCORE_LOW
CEATLTD,2012-06-27,2012-08-14,85.687,86.6609,181,113.53340840000055,SCORE_LOW
BAJAJFINSV,2012-07-17,2012-09-13,66.235,73.9561,252,1871.1694511999995,SCORE_LOW
CUB,2012-06-27,2012-09-14,32.4017,33.0782,480,261.20985600000313,SCORE_LOW
CASTROLIND,2012-06-27,2012-09-21,79.4283,94.1899,195,2805.0438780000004,SCORE_LOW
APOLLOHOSP,2012-09-13,2012-09-21,641.8041,653.9324,29,275.86454159999994,SCORE_LOW
GLENMARK,2012-06-27,2012-10-01,347.7088,398.9271,44,2183.394030399999,SCORE_LOW
AJANTPHARM,2012-07-20,2012-10-09,58.171,61.9449,254,895.6345815999994,SCORE_LOW
GRANULES,2012-06-27,2012-10-30,10.8859,15.9638,1429,7165.070019200004,TRAILING_STOP_20
AKZOINDIA,2012-10-30,2012-11-02,622.2357,625.5906,32,27.281203200000164,SCORE_LOW
BALRAMCHIN,2012-09-21,2012-11-23,54.5564,50.597,339,-1410.8461319999951,SCORE_LOW
APLAPOLLO,2012-11-23,2012-12-03,16.1556,16.3869,1251,207.35625240000445,SCORE_LOW
ACC,2012-09-14,2012-12-10,1184.3322,1208.0485,13,245.49337800000103,SCORE_LOW
AMBUJACEM,2012-10-01,2012-12-13,172.6287,170.1979,100,-311.1591600000029,SCORE_LOW
ATUL,2012-06-27,2013-01-16,208.1209,341.2404,74,9749.8358416,TRAILING_STOP_20
ADANIPORTS,2013-01-16,2013-01-18,126.6558,123.5268,198,-717.3752256000007,SCORE_LOW
APARINDS,2012-12-13,2013-01-23,128.0912,121.3156,131,-951.1729743999986,SCORE_LOW
ALKYLAMINE,2012-12-10,2013-02-18,24.7339,24.8533,629,12.571697200002745,TRAILING_STOP_20
CONCOR,2013-02-18,2013-02-19,188.0738,187.3929,82,-117.29867120000017,SCORE_LOW
AARTIIND,2012-10-09,2013-02-20,18.222,18.8756,865,500.0544239999981,SCORE_LOW
BAJFINANCE,2012-09-21,2013-03-05,10.0381,12.0436,1886,3691.516081599999,SCORE_LOW
BAJAJHLDNG,2013-02-20,2013-03-12,777.5355,726.1944,20,-1084.9175520000008,SCORE_LOW
BAJAJ-AUTO,2012-11-02,2013-03-13,1364.4792,1362.7896,14,-99.97061759999997,SCORE_LOW
APLAPOLLO,2013-01-18,2013-03-19,16.5648,15.5197,1470,-1627.5528360000026,TRAILING_STOP_20
ASTRAL,2012-08-13,2013-03-21,21.6214,33.1692,740,8447.191168,SCORE_LOW
CANFINHOME,2013-03-12,2013-03-25,26.1822,22.7809,552,-1927.8178272000005,SCORE_LOW
APOLLOTYRE,2013-03-21,2013-04-03,70.1046,70.8653,350,167.03358000000298,SCORE_LOW
ALKYLAMINE,2013-03-25,2013-04-25,26.4312,25.5868,474,-448.75817280000047,SCORE_LOW
CHOLAFIN,2012-06-27,2013-04-29,31.5854,50.3084,492,9112.709068799997,SCORE_LOW
MINDACORP,2012-12-03,2013-05-30,7.1988,27.7602,2866,58610.7294672,SCORE_LOW
AXISBANK,2013-05-30,2013-06-10,270.612,255.983,109,-1706.1695880000007,SCORE_LOW
AJANTPHARM,2013-01-23,2013-06-13,78.0085,124.858,202,9362.713736000003,TRAILING_STOP_20
BERGEPAINT,2013-02-19,2013-08-01,54.7364,55.1993,280,67.78878399999849,TRAILING_STOP_20
AKZOINDIA,2013-03-19,2013-08-02,660.4759,646.7505,34,-554.6216679999998,SCORE_LOW
ASIANPAINT,2013-03-13,2013-08-06,429.161,394.862,44,-1578.651711999999,SCORE_LOW
CERA,2012-08-14,2013-08-20,295.9422,474.6805,52,9195.658055999998,REGIME_BEAR
APLLTD,2013-03-05,2013-08-20,79.782,120.7393,290,11737.559411999995,REGIME_BEAR
DABUR,2013-04-03,2013-08-20,126.7999,138.6135,194,2184.274323999998,REGIME_BEAR
GODREJCP,2013-04-25,2013-08-20,266.7239,249.2338,45,-831.9165840000005,REGIME_BEAR
APOLLOHOSP,2013-04-29,2013-08-20,784.6811,791.3389,31,108.2657763999996,REGIME_BEAR
ASTRAL,2013-06-10,2013-08-20,51.7758,44.6981,571,-4143.4571603999975,REGIME_BEAR
CRISIL,2013-06-14,2013-08-20,956.4179,964.1019,29,111.00017959999968,REGIME_BEAR
MARICO,2013-09-20,2013-10-01,91.6185,89.2613,298,-808.8450695999964,SCORE_LOW
GLAXO,2013-09-20,2013-10-10,958.929,968.3604,28,155.62283520000346,SCORE_LOW
EICHERMOT,2013-09-20,2013-10-30,319.3169,357.7599,85,3146.016634000007,SCORE_LOW
BATAINDIA,2013-10-30,2013-10-31,402.6362,414.5884,72,741.1569408000032,SCORE_LOW
BAJAJ-AUTO,2013-09-20,2013-11-21,1467.5082,1423.6106,18,-892.6567632000006,SCORE_LOW
BHARTIARTL,2013-09-20,2013-11-28,289.5229,272.1952,94,-1731.1491951999997,SCORE_LOW
HEROMOTOCO,2013-09-20,2013-12-30,1352.389,1411.4896,20,1069.092832000002,SCORE_LOW
GESHIP,2013-09-20,2014-01-16,181.2678,201.4385,151,2924.1068460000024,SCORE_LOW
UNOMINDA,2013-11-28,2014-01-27,6.8846,5.6816,3690,-4522.930415999996,TRAILING_STOP_20
AXISBANK,2014-01-16,2014-01-28,225.361,214.9375,134,-1511.9555,SCORE_LOW
TRIDENT,2013-10-10,2014-01-30,0.926,1.0482,30571,3607.598111199997,TRAILING_STOP_20
ADANIPORTS,2014-01-27,2014-01-30,135.4262,133.2624,153,-412.6179887999933,SCORE_LOW
BANKBARODA,2014-01-28,2014-01-30,96.4936,90.3629,297,-1928.1690252000008,SCORE_LOW
ADANIENT,2013-11-21,2014-02-10,34.0954,31.3714,783,-2231.1472247999955,TRAILING_STOP_20
ASIANPAINT,2014-02-10,2014-02-12,440.6167,431.8857,55,-575.2198540000027,SCORE_LOW
ECLERX,2013-09-20,2014-03-18,400.8844,533.9094,68,8900.4766432,SCORE_LOW
AJANTPHARM,2013-09-20,2014-03-24,182.3849,235.5795,150,7837.8423000000075,SCORE_LOW
BATAINDIA,2014-01-30,2014-03-28,418.1265,511.182,82,7462.883304000003,SCORE_LOW
3MINDIA,2014-02-12,2014-04-03,3414.0837,3381.5686,6,-276.24824640000224,SCORE_LOW
ALKYLAMINE,2013-09-20,2014-04-22,25.65,50.0883,1067,25861.889235599996,SCORE_LOW
BAJFINANCE,2014-01-30,2014-05-16,14.3434,16.9563,2395,6095.454145999996,SCORE_LOW
APLLTD,2013-10-31,2014-05-19,175.5408,205.7366,168,4934.6394048000075,TRAILING_STOP_20
APOLLOTYRE,2013-12-30,2014-07-11,86.261,144.2649,324,18606.296289600003,TRAILING_STOP_20
ADANIENT,2014-03-28,2014-07-11,50.3471,59.6581,766,6949.433581600002,TRAILING_STOP_20
ACC,2014-05-16,2014-07-18,1254.4006,1281.6348,34,751.660467200003,SCORE_LOW
CANFINHOME,2014-03-18,2014-08-11,31.4651,63.4929,1203,38223.915565200004,TRAILING_STOP_20
CGPOWER,2014-07-11,2014-08-21,57.6331,68.2154,675,6958.8709200000085,SCORE_LOW
ACE,2014-07-11,2014-09-30,27.2646,31.5434,1941,8060.247842399993,SCORE_LOW
ASIANPAINT,2014-09-30,2014-11-12,575.5839,588.7951,113,1226.7302148000017,SCORE_LOW
AARTIIND,2014-08-11,2014-12-29,57.7569,60.8039,973,2728.0822211999985,SCORE_LOW
AIAENG,2014-04-03,2015-01-20,493.4683,976.8329,46,22055.034346400003,SCORE_LOW
APARINDS,2014-05-19,2015-01-22,155.9326,333.5902,274,48312.5675408,SCORE_LOW
SONATSOFTW,2014-08-21,2015-01-22,24.249,32.0918,2509,19355.511895200005,SCORE_LOW
MINDACORP,2014-07-18,2015-01-23,31.1321,73.2784,1388,58092.2227232,TRAILING_STOP_20
3MINDIA,2014-11-12,2015-01-29,5848.1162,6457.9136,11,6423.623201599999,SCORE_LOW
ABB,2015-01-23,2015-02-03,1126.7112,1098.6824,73,-2366.917660799998,SCORE_LOW
AIAENG,2015-01-22,2015-02-12,1079.1245,949.9482,77,-10239.159145599988,SCORE_LOW
AARTIIND,2015-02-12,2015-02-16,70.3184,65.5381,1067,-5380.296710799987,SCORE_LOW
AUROPHARMA,2013-10-03,2015-02-20,99.07,499.7766,278,110840.68322079998,SCORE_LOW
TITAGARH,2015-02-20,2015-03-19,127.6955,122.9296,649,-3412.1943415999995,TRAILING_STOP_20
ASIANPAINT,2015-03-19,2015-04-29,763.2395,689.7316,106,-8084.283598399998,SCORE_LOW
KEI,2014-04-22,2015-05-06,20.1192,63.56,2116,91382.76095999999,TRAILING_STOP_20
AMBUJACEM,2015-01-22,2015-05-06,214.0394,194.9564,392,-7786.22763519999,SCORE_LOW
ABBOTINDIA,2015-02-03,2015-05-18,3546.4741,3373.2612,24,-4480.9426752000145,SCORE_LOW
ADANIPORTS,2015-05-04,2015-05-25,327.8846,324.8495,259,-1122.6349819999887,SCORE_LOW
BAYERCROP,2014-12-29,2015-06-01,2618.0112,3063.4382,23,9962.984685600008,SCORE_LOW
ADANIENT,2015-01-29,2015-06-01,84.2494,91.4194,1005,6838.344012000001,TRAILING_STOP_20
AXISBANK,2015-01-20,2015-06-16,533.7667,533.5247,84,-199.5922991999978,SCORE_LOW
ABB,2015-02-16,2015-06-24,1253.0355,1151.4344,55,-5841.3760679999905,SCORE_LOW
BHARATFORG,2014-01-30,2015-06-26,150.7371,514.5279,66,23874.3574344,SCORE_LOW
APLAPOLLO,2015-05-11,2015-08-12,40.3044,39.377,2021,-2192.599067999996,SCORE_LOW
ABREL,2015-06-26,2015-08-13,655.5594,627.3215,81,-2490.5220659999977,SCORE_LOW
SAREGAMA,2015-06-01,2015-08-20,17.0207,33.8571,4892,81701.15306719998,TRAILING_STOP_20
AKZOINDIA,2015-08-14,2015-08-24,1059.249,943.0364,23,-2759.6491487999992,SCORE_LOW
ASAHIINDIA,2014-03-24,2015-09-04,56.5445,137.8664,645,52096.930188,REGIME_BEAR
ABFRL,2015-05-11,2015-09-04,176.5894,182.7501,461,2503.0915155999974,REGIME_BEAR
APLLTD,2015-05-18,2015-09-04,454.0547,606.7558,184,27650.430131200003,REGIME_BEAR
BRITANNIA,2015-05-25,2015-09-04,1089.0673,1305.3413,78,16462.1055144,REGIME_BEAR
3MINDIA,2015-06-01,2015-09-04,8276.0176,9739.1514,10,14241.771944000022,REGIME_BEAR
BAJAJFINSV,2015-06-22,2015-09-04,150.8082,181.981,549,16714.23692400001,REGIME_BEAR
AARTIIND,2015-06-24,2015-09-04,78.7589,93.4346,1048,14988.455756800002,REGIME_BEAR
ADANIPORTS,2015-08-14,2015-09-04,344.602,321.4864,305,-7442.471407999983,REGIME_BEAR
